writer,num_articles,gender,last_url
Miranda Seymour,2,female,https://www.theguardian.com/travel/2019/jul/07/dominica-tour-creole-cooking-jean-rhys
Kari Herbert,1,female,https://www.theguardian.com/travel/2019/jan/21/el-hierro-canary-islands-family-trekking-lava-fields-lizards
Linda Geddes,2,female,https://www.theguardian.com/environment/2019/jul/02/use-compostable-plastic-and-the-16-other-essential-rules-of-effective-recycling
Luke Harding,8,male,https://www.theguardian.com/world/2019/jun/19/mh17-criminal-charges-ukraine-russia
Peter Hain,1,male,https://www.theguardian.com/world/2019/jan/21/hugh-lewin-obituary
Rowan Moore,3,male,https://www.theguardian.com/books/2019/mar/03/walter-gropius-visionary-founder-of-bauhaus-fiona-maccarthy-review
Christopher Cherry,1,male,https://www.theguardian.com/world/video/2019/mar/08/is-ai-the-worst-thing-to-ever-happen-to-women-video
Morgan Smith,1,male,http://www.latimes.com/nation/la-na-utah-gun-training-for-teachers-20190707-story.html
Alex Massie,3,male,https://www.politico.com/story/2019/06/03/trump-uk-royal-entourage-1352441
Rebecca Beitsch,1,female,https://www.politico.com/magazine/story/2018/12/20/food-charities-new-york-city-millennials-robert-lee-223317
Jenna Fryer,1,female,https://www.washingtonpost.com/local/obituaries/glen-wood-patriarch-of-the-wood-brothers-racing-team-dies-at-93/2019/01/18/8020d706-1b3a-11e9-8813-cb9dec761e73_story.html
Kristin Wong,2,female,http://www.nytimes.com/2019/01/20/smarter-living/pay-wage-gap-salary-secrecy-transparency.html
Alan Feuer,11,male,http://www.nytimes.com/2019/02/13/nyregion/joaquin-guzman-drug-war.html#commentsContainer
Charles Homans,4,male,http://www.nytimes.com/2019/02/12/science/hong-kong-wildlife-trafficking.html
Edward Wong,41,male,http://www.nytimes.com/2019/06/24/us/politics/trump-iran-sanctions.html
Ana Vanessa Herrero,1,female,https://www.nytimes.com/2019/01/23/world/americas/venezuela-protests-guaido-maduro.html
Michael Khodarkovsky,2,male,http://www.nytimes.com/2019/01/22/opinion/putin-russia-orthodox-church.html
Mohamed Soltan,2,male,http://www.nytimes.com/2019/01/22/opinion/egypt-prisoners.html
Mary Ziegler,8,male,http://www.nytimes.com/2019/06/11/opinion/abortion-rape-incest-exception.html
Thomas Rogers,4,male,http://www.nytimes.com/2019/06/12/theater/iffland-ring-jens-harzer.html
John Koblin,2,male,http://www.nytimes.com/2019/01/21/business/media/netflix-you-ratings.html
Nicholas Thompson,2,male,http://www.nytimes.com/2019/01/22/books/review/jill-abramson-merchants-of-truth.html
Karen J. Greenberg,1,female,http://www.latimes.com/opinion/op-ed/la-oe-greenberg-crisis-of-childhood-20190122-story.html
Christopher Richardson,1,male,http://www.latimes.com/opinion/op-ed/la-oe-richardson-travel-ban-20190122-story.html
Kristen Taketa,1,female,http://www.latimes.com/local/lanow/la-me-couple-killed-20190122-story.html
Carla Hall,9,female,http://www.latimes.com/opinion/enterthefray/la-ol-meghan-markle-prince-harry-baby-sussex-upbringing-20190506-story.html#nt=barker
Marcia Hackett,1,female,http://www.latimes.com/travel/la-tr-departure-points-grateful-for-each-day-20190120-story.html
Andrew Taylor,1,male,https://www.yourcentralvalley.com/news/crime-fighting-robot-deployed/
Craig Giammona,2,male,http://www.latimes.com/business/la-fi-shake-shack-vegan-burger-20190621-story.html
Melissa Eddy,4,female,http://www.nytimes.com/2019/02/26/world/europe/germany-kale-festival.html
Bruce Levell,2,male,https://dailycaller.com/2019/01/28/levell-trump-cuomo/
Samantha Renck,3,female,https://dailycaller.com/2019/04/25/penn-state-students-community-members-respond-to-donald-trump-jr-turning-point-usa/
Sheena Mckenzie,6,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/P7TANBojjrQ/index.html
Swanee Hunt,4,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/8fBRKglvMUw/index.html
Issac Bailey,8,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/9Lg6MIaRZU4/index.html
Mia Love,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/C5BZIE4OyRc/index.html
Catherine E. Shoichet,8,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/VVw7cvxbiDA/index.html
Elissa Strauss,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/2ctt_e3hTV0/index.html
Isidore Kwandja Ngembo,1,male,https://quebec.huffingtonpost.ca/isidore-kwandja-ngembo/rdc-election-presidentielle-cour-constitutionnelle-confirme-felix-tshisekedi_a_23647448/?ncid=other_topnaventr_coabgdcpxri&utm_campaign=topnav
Elsa Vecchi,1,female,https://www.huffingtonpost.ca/2019/01/31/celine-dion-weight-relationship-status-leave-me-alone_a_23657935/?ncid=other_topnaventr_coabgdcpxri&utm_campaign=topnav
Patrick Temple-West,8,male,https://www.politico.com/story/2019/05/12/2020-democrats-big-tech-companies-1427758
Rick Wartzman,1,male,https://www.politico.com/agenda/story/2019/01/16/employers-job-training-000872
Nayuka Gorrie,1,unknown,https://www.theguardian.com/commentisfree/2019/jan/23/we-dont-want-to-think-about-older-people-having-sex-but-they-deserve-a-place-in-our-pop-culture
Louise Winter,1,female,https://www.theguardian.com/commentisfree/2019/jan/22/funerals-personal-coffin-colours
Peter Lilley,1,male,https://www.theguardian.com/commentisfree/2019/jan/22/no-deal-brexit-eu
Vic Marks,30,male,https://www.theguardian.com/sport/2019/jul/09/india-new-zealand-world-cup-semi-final-kane-williamson
Elsa Maishman,1,female,https://www.theguardian.com/education/2019/jan/22/what-to-do-when-studying-abroad-goes-wrong
Chal Ravens,2,unknown,https://www.theguardian.com/culture/2019/jul/03/yoko-ono-interview-peace-bells-manchester-international-festival
Shaun Scott,2,male,https://www.theguardian.com/commentisfree/2019/feb/26/cities-america-unite-against-big-corporations
Kevin Scholla,4,male,http://www.breitbart.com/sports/2019/01/31/exclusive-dolph-ziggler-talks-wwe-comedy-tour-politics-browns/#disqus_thread
Brent Scher,5,male,https://freebeacon.com/culture/nationals-announcer-blames-home-run-spike-on-global-warming/
James Rogers,6,male,https://www.foxnews.com/food-drink/joey-chestnut-miki-sudo-nathans-hot-dog
Elaine Woo,3,female,http://www.latimes.com/local/obituaries/la-me-gloria-vanderbilt-dead-20190617-story.html
Kayla Epstein,1,female,http://www.latimes.com/nation/la-sci-utah-quicksand-zion-20190219-story.html
Sam Kestenbaum,4,male,https://www.nytimes.com/2019/07/05/nyregion/marianne-williamson.html
Maggie Smith,1,female,https://cn.nytimes.com/style/20190115/modern-love-end-of-marriage-google-maps/
Jose A. Del Real,8,male,http://www.nytimes.com/2019/06/14/us/california-today-bay-area-traffic-helicopter.html
Christina Goldbaum,10,female,http://www.nytimes.com/2019/06/21/nyregion/drivers-licenses-undocumented-ny.html
Noam Scheiber,4,male,http://www.nytimes.com/2019/04/29/business/economy/gig-economy-workers-contractors.html#commentsContainer
Alexander Burns,50,male,http://www.nytimes.com/2019/06/24/us/politics/democratic-candidates-debates-preparation.html#commentsContainer
Pam Belluck,12,female,http://www.nytimes.com/2019/06/18/health/you-should-get-vaccinated.html
Brynn Tannehill,1,female,https://www.nytimes.com/2019/01/22/opinion/transgender-ban-supreme-court-military.html
Saki Knafo,1,unknown,https://www.nytimes.com/2019/01/23/magazine/bronx-crime-investigation-police.html
Ned Blackhawk,1,male,https://www.nytimes.com/2019/01/20/books/review/david-treuer-heartbeat-wounded-knee.html
Karen Crouse,9,female,http://www.nytimes.com/2019/06/13/sports/brooks-koepka-us-open.html
Riley Mcdonald Vaca,2,male,http://www.latimes.com/opinion/op-ed/la-oe-vaca-teacher-strike-20190123-story.html
Stephen Nash,1,male,http://www.latimes.com/opinion/op-ed/la-oe-nash-grand-canyon-centennial-20190123-story.html
Suzanne Muchnic,1,female,http://www.latimes.com/local/obituaries/la-me-josine-iranco-starrels-los-angeles-curator-20190419-story.html
Dorany Pineda,42,unknown,http://www.latimes.com/local/obituaries/la-me-john-giumarra-grape-boycott-dead-20190708-story.html
Ant Jones,2,unknown,http://www.latimes.com/books/la-ca-jc-new-sci-fi-novels-20190221-story.html
Hillary Silverman,4,male,https://dailycaller.com/2019/02/04/north-carolina-burglary-suspects-gunpoint-video/
Paola Chavez,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/KBLJymOO7BQ/index.html
Father Edward Beck,4,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/VxZv2p6PFk0/index.html
Aanu Adeoye,6,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/6YdjR90HLWc/index.html
Augusta Anthony,4,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/gwAHdwqzy18/index.html
Bianca Britton,14,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/ISrQxm3uK80/index.html
Aimee Lewis,9,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/sX8WT-vVZBs/index.html
Douglas Rushkoff,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/WIfZf4Oxf6M/index.html
Donie O'Sullivan,2,unknown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/722e8ELxAmc/index.html
April Dembosky,3,female,https://www.npr.org/sections/health-shots/2019/06/17/730803759/meth-in-the-morning-heroin-at-night-inside-the-seesaw-struggle-of-dual-addiction
Brian Mann,10,male,https://www.npr.org/2019/06/30/737114660/politicians-government-agencies-feud-over-payouts-tied-to-opioid-epidemic
Jeremy Hobson,1,male,https://www.wbur.org/hereandnow/2019/01/18/fitness-tips-new-year
Howard Berkes,1,male,https://www.npr.org/2019/01/22/685999992/calls-for-change-follow-npr-frontline-black-lung-investigation
Jenifer Mckim,1,female,https://www.npr.org/2019/01/23/687636057/massachusetts-school-defends-use-of-electric-shock-treatments
Adelaide Sandstrom,18,female,https://www.npr.org/sections/allsongs/2019/04/16/712769723/cate-le-bon-comes-home-to-you
Mary Louise Kelly,5,male,https://www.npr.org/2019/06/10/731385461/university-of-alabama-returns-26-5-million-donation-to-hugh-culverhouse
Sidney Madden,16,male,https://www.npr.org/2019/07/05/738582820/competition-lives-on-dreamvilles-revenge-of-the-dreamers-iii-album
Ruth Saxel,3,female,https://www.npr.org/2019/04/23/716102866/all-ears-listening-closer-for-the-meaning-between-the-words
Anand Teltumbde,2,unknown,http://www.huffingtonpost.in/entry/anand-teltumbde-republic-of-caste-navayan_in_5c481120e4b025aa26be3b6c?utm_hp_ref=in-homepage
Julia Brucculieri,1,female,https://www.huffingtonpost.com.au/2019/04/26/how-to-dress-for-a-court-appearance-according-to-legal-experts_a_23717539/?utm_hp_ref=au-homepage
Ruth Dsouza Prabhu,1,female,http://www.huffingtonpost.in/entry/alexander-mccall-smith-on-writers-block-cultural-appropriation-and-the-really-terrible-orchestra_in_5c41df9ae4b0a8dbe170b7e7?utm_hp_ref=in-homepage
Ryot Studio,3,unknown,https://www.huffpost.com/entry/unique-accommodations-thatll-make-your-trip-to-ireland-extra-special_l_5c38c839e4b05cb31c42173c
K.A. Shaji,4,unknown,https://www.huffingtonpost.in/entry/kerala-govt-employees-health-insurance-scheme-security-breach_in_5d01de73e4b0304a1209beb8?utm_hp_ref=in-homepage
Luke Henriques-Gomes,4,male,https://www.theguardian.com/australia-news/2019/jul/06/irish-family-darragh-hyde-anthony-hyde-christine-hyde-allowed-to-stay-in-australia
Daniel A Gross,1,male,https://www.theguardian.com/us-news/2019/jan/23/elite-schools-ivy-league-legacy-admissions-harvard-wealthier-whiter
Julian Brave Noisecat,3,male,https://www.theguardian.com/commentisfree/2019/feb/26/trump-administration-title-x-abortion-funding
Eoin Drea,1,unknown,https://www.theguardian.com/commentisfree/2019/jan/23/for-the-eu-to-prosper-britain-must-leave
Lisa Goodnight,1,female,https://www.theguardian.com/commentisfree/2019/jan/23/lets-hear-it-for-trailblazing-octogenarians
Jason Wilson,21,male,https://www.theguardian.com/us-news/2019/jun/07/straight-pride-parade-organizer-cheers-media-attention-but-event-is-uncertain
Giles Richards,55,male,https://www.theguardian.com/sport/2019/jun/30/ferrari-accept-stewards-call-verstappen-incident
Peter Lansley,1,male,https://www.theguardian.com/football/2019/jan/23/burton-albion-manchester-city-carabao-cup-semi-final-second-leg-match-report
Chris Wiegand,8,male,https://www.theguardian.com/stage/2019/apr/30/aurelia-thierree-bells-and-spells
Iman Amrani,7,female,https://www.theguardian.com/music/2019/apr/05/pnl-deux-freres-review
Mark Harris,1,male,https://www.theguardian.com/technology/2019/jan/23/how-elon-musks-secretive-foundation-benefits-his-own-family
Gary Marshall,15,male,https://www.theguardian.com/world/video/2019/apr/11/whats-happening-in-sudan-video
Josh Dawsey,3,male,http://www.latimes.com/business/la-fi-boeing-737-max-ethiopia-black-box-20190330-story.html
Dan Levin,3,male,http://www.nytimes.com/2019/06/12/us/opioids-ohio-minford.html
Natasha Singer,1,female,https://www.nytimes.com/2019/01/24/technology/computer-science-courses-college.html
Jamelle Bouie,48,male,http://www.nytimes.com/2019/07/08/opinion/trump-2020.html#commentsContainer
Shervan Derwish,1,unknown,https://www.nytimes.com/2019/01/23/opinion/syria-turkey-trump.html
David Bornstein,1,male,https://www.nytimes.com/2019/01/24/opinion/humanizing-social-systems.html
Sabine Hossenfelder,3,female,http://www.nytimes.com/2019/06/12/opinion/climate-change-supercomputers.html
Clyde Haberman,1,male,https://www.nytimes.com/2019/01/23/opinion/russell-baker.html
Margalit Fox,3,female,https://www.nytimes.com/2019/03/15/obituaries/w-s-merwin-dead-poet-laureate.html
Jolie Kerr,3,female,http://www.nytimes.com/2019/06/22/style/charo-cuchi-cuchi.html
Steve Padilla,3,male,http://www.latimes.com/nation/la-na-amelia-earhart-found-20180309-story.html
Cathy Young,1,female,http://www.latimes.com/opinion/op-ed/la-oe-young-masculinity-20190124-story.html
Mary Margaret Olohan,108,male,https://dailycaller.com/2019/06/19/dems-voted-hyde-amendment/
Joanna Grossman,1,female,https://dailycaller.com/2019/01/24/horses-fiscally-irresponsible/
A.D. Thompson,5,unknown,https://www.10best.com/interests/food-travel/best-restaurants-at-disney-according-to-iron-chef-masaharu-morimoto/
Hunter Schwarz,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/jwU8LaXPc-Y/index.html
Simon Moya-Smith,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/6qoh3zQXjg0/index.html
Rachel Black,1,female,http://rss.cnn.com/~r/rss/cnn_topstories/~3/IBnJDkzXAjw/index.html
Joanne Lu,4,female,https://www.npr.org/sections/goatsandsoda/2019/07/08/737786567/drug-prices-can-take-a-surprising-turn-when-a-poor-country-gets-richer
Ayesha Rascoe,9,female,https://www.npr.org/2019/07/09/739903033/trump-defends-labor-secretary-acosta-over-epstein-plea-deal
Glen Weldon,16,male,https://www.npr.org/2019/05/06/720464637/game-of-thrones-season-8-episode-4-vomiting-is-not-celebrating
Tyler Hale,2,male,https://www.npr.org/2019/04/10/711917591/watch-jenny-lewis-perform-wasted-youth-live-in-the-studio
Frank Chikowore,1,male,https://www.npr.org/2019/01/24/687943803/african-music-legend-oliver-tuku-mtukudzi-dead-at-66
Sana Goyal,6,female,https://www.huffingtonpost.in/entry/50-new-books-margaret-atwood-salman-rushdie_in_5d15e58ee4b07f6ca57bb569?utm_hp_ref=in-homepage
Saritha Rao Rayachoti,1,unknown,http://www.huffingtonpost.in/entry/why-the-tamil-nadu-plastic-ban-took-the-weight-off-my-weary-shoulders_in_5c404701e4b0a8dbe16dc8f4?utm_hp_ref=in-homepage
Kavitha Muralidharan,4,unknown,https://www.huffingtonpost.in/entry/kalki-ponniyin-selvan-chola-reign-tamil-identity_in_5cf9ff86e4b006ad194ee134?utm_hp_ref=in-homepage
Neelima Menon,8,unknown,https://www.huffingtonpost.in/entry/virus-movie-review-medical-thriller-should-not-be-missed_in_5cfa52b4e4b006ad194fce28?utm_hp_ref=in-homepage
Diana Sahu,1,female,http://www.huffingtonpost.in/entry/bengalis-and-odias-should-stop-fighting-over-who-invented-a-dish-first_in_5c3de017e4b0e0baf5412616?ma9&utm_hp_ref=in-homepage
Vivek Tejuja,1,unknown,http://www.huffingtonpost.in/entry/the-forest-of-enchantments-review-chitra-banerjee-divakaruni-does-justice-to-the-women-of-ramayana_in_5c3c6eaee4b0922a21d693e4?utm_hp_ref=in-homepage
Lindsay Pereira,4,male,https://www.huffingtonpost.in/entry/graphic-novels-summer-2019_in_5cefa9ede4b0888f89d1730e?utm_hp_ref=in-homepage
Shreyasi Biswas,1,unknown,http://www.huffingtonpost.in/entry/why-i-an-unmarried-woman-wear-bengali-hindu-wedding-bangles_in_5c399985e4b01c93e00a137d?utm_hp_ref=in-homepage
Resh Susan,5,unknown,https://www.huffingtonpost.in/entry/15-books-on-female-friendships-you-must-read-right-now_in_5c9c890fe4b08c450cd1984c?utm_hp_ref=in-homepage
Sonali Kokra,2,unknown,https://www.huffingtonpost.in/entry/instagram-diet-sabya-fashion-critic-or-glorified-internet-bully_in_5d0cc68be4b0a39418610bf5?utm_hp_ref=in-homepage
Andaleeb Wajid,5,unknown,https://www.huffingtonpost.in/entry/i-was-named-after-a-book-and-it-changed-my-life_in_5c9dfcade4b00ba6327b182f?utm_hp_ref=in-homepage
Ranjani Krishnakumar,9,unknown,https://www.huffingtonpost.in/entry/game-over-review-taapsee-pannu-s-genre-bending-tamil-film-is-on-point_in_5d0391dbe4b0dc17ef08313e?utm_hp_ref=in-homepage
Poonam Ganglani,1,unknown,http://www.huffingtonpost.in/entry/benyamin-jasmine-days-gulf-indians-migrants-books-saudi-arabia_in_5c36f8ace4b0c469d76afffc?utm_hp_ref=in-homepage
Karthik Keramalu,6,unknown,https://www.huffingtonpost.in/entry/the-5-best-movies-to-watch-on-sunnxt_in_5cc29441e4b08170696713ba?ncid=other_topnaventr_coabgdcpxri&utm_campaign=topnav
Reshma K Barshikar,1,unknown,http://www.huffingtonpost.in/entry/from-forest-of-dean-in-harry-potter-to-the-wall-in-games-of-thrones-how-a-bookworm-travels_in_5c33237be4b0d75a9832a7cd?utm_hp_ref=in-homepage
Rujuta Diwekar,1,unknown,http://www.huffingtonpost.in/entry/parenting-healthy-children-food-rujuta-diwekar_in_5c30bb8be4b0bcb4c25c3460?utm_hp_ref=in-homepage
Tanya Snyder,11,female,https://www.politico.com/story/2019/06/10/mcconnell-elaine-chao-1358068
